/usr/bin/find: 'tests': No such file or directory
Function "_exit" not defined.
find: '/tmp/mcp-vPIRjW': Permission denied
find: '/tmp/mcp-jA0pkl': Permission denied
find: '/tmp/mcp-ADuOZs': Permission denied
find: '/tmp/mcp-0ykcs5': Permission denied
find: '/tmp/mcp-5Rmlyc': Permission denied
find: '/tmp/mcp-pXKDiy': Permission denied
find: '/tmp/mcp-stbv5X': Permission denied
find: '/tmp/tmp43bq0vy5wandb': Permission denied
find: '/tmp/tmpyz5mbkduwandb': Permission denied
find: '/tmp/mcp-T6Jo1H': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-irqbalance.service-sNIFXI': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-postfix.service-bDoROC': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-ypbind.service-qL8JFw': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-kdump.service-bHOxeL': Permission denied
find: '/tmp/pyright-3162968-rzoXbmUpNIwm': Permission denied
find: '/tmp/ssh-XXXXXXYJFGDg': Permission denied
find: '/tmp/mcp-b10qK6': Permission denied
find: '/tmp/mcp-qT1y5G': Permission denied
find: '/tmp/ssh-XXXXXXgK1QDp': Permission denied
find: '/tmp/mcp-0CIio4': Permission denied
find: '/tmp/mcp-DcdKeF': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-rtkit-daemon.service-5FquSW': Permission denied
find: '/tmp/mcp-ENVR9r': Permission denied
find: '/tmp/mcp-x3lnD3': Permission denied
find: '/tmp/mcp-zxXh8L': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-dbus-broker.service-AFozx3': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-chronyd.service-Ww1QMC': Permission denied
find: '/tmp/mcp-Xd6ybs': Permission denied
find: '/tmp/mcp-7MT3m9': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-ypserv.service-MuBcTg': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-systemd-logind.service-yPWmjO': Permission denied
find: '/tmp/mcp-NCG3TM': Permission denied
find: '/tmp/mcp-InLXAH': Permission denied
find: '/tmp/tmpe7aiw54_wandb-media': Permission denied
find: '/tmp/mcp-inZHzz': Permission denied
find: '/tmp/mcp-YcAcyS': Permission denied
find: '/tmp/tmux-331611': Permission denied
find: '/tmp/pyright-1067233-tMe2AXNEwbmP': Permission denied
find: '/tmp/ssh-XXXXXXdPDnnJ': Permission denied
find: '/tmp/ssh-XXXXXXHu7xZy': Permission denied
find: '/tmp/mcp-28Oh3X': Permission denied
find: '/tmp/tmux-331641': Permission denied
find: '/tmp/mcp-kfLP8n': Permission denied
find: '/tmp/pyright-3699436-hVu030kipYVk': Permission denied
find: '/tmp/ssh-XXXXXX5NRYNn': Permission denied
find: '/tmp/mcp-CTPS5g': Permission denied
find: '/tmp/ssh-XXXXXX1gse5I': Permission denied
find: '/tmp/mcp-GYPEN7': Permission denied
find: '/tmp/tmux-354254': Permission denied
find: '/tmp/mcp-3YcDfK': Permission denied
find: '/tmp/mcp-oaIqQg': Permission denied
find: '/tmp/claude-227256': Permission denied
find: '/tmp/tmux-364012': Permission denied
find: '/tmp/mcp-HzXA8e': Permission denied
find: '/tmp/pyright-3802028-F5q1KhMWN6zq': Permission denied
find: '/tmp/ssh-XXXXXXO5P0xO': Permission denied
find: '/tmp/ssh-XXXXXXWWqgTf': Permission denied
find: '/tmp/mcp-q7buia': Permission denied
find: '/tmp/ssh-XXXXXXLId9xe': Permission denied
find: '/tmp/.mount_nvimLDjMNg': Permission denied
find: '/tmp/claude-363240': Permission denied
find: '/tmp/mcp-aus4IK': Permission denied
find: '/tmp/tmux-359370': Permission denied
find: '/tmp/ssh-XXXXXX0Y2yxP': Permission denied
find: '/tmp/ssh-XXXXXXM25v4l': Permission denied
find: '/tmp/pyright-1742301-3enqb6PEdupe': Permission denied
find: '/tmp/ssh-XXXXXXEknn6d': Permission denied
find: '/tmp/claude-363888': Permission denied
find: '/tmp/pyrefly_bundled_typeshed_907b9ab59b62': Permission denied
find: '/tmp/pyright-2043376-ZSaeadVxXQ8t': Permission denied
find: '/tmp/pyrefly_bundled_third_party_97311590ad98': Permission denied
find: '/tmp/.mount_nvimnJHFhJ': Permission denied
find: '/tmp/pyright-1399016-2Yb15JgcwAq0': Permission denied
find: '/tmp/systemd-private-38b02bce998b4eb29495a8e5854c0484-upower.service-yNaR44': Permission denied
find: '/tmp/tmptos7ez1i_kernels': Permission denied
find: '/tmp/mcp-XoNSum': Permission denied
find: '/tmp/mcp-eRwO2G': Permission denied
find: '/tmp/mcp-4yMxAt': Permission denied
find: '/tmp/mcp-rjatb0': Permission denied
find: '/tmp/mcp-To5KUQ': Permission denied
find: '/tmp/mcp-QRTq1J': Permission denied
find: '/tmp/claude-374244': Permission denied
find: '/tmp/mcp-F7j9K1': Permission denied
find: '/tmp/mcp-X9aXH2': Permission denied
find: '/tmp/mcp-pe99PM': Permission denied
find: '/tmp/mcp-hUYeLX': Permission denied
find: '/tmp/mcp-TTYNDw': Permission denied
find: '/tmp/mcp-RQtt8o': Permission denied
find: '/tmp/pyright-1837619-v62dsg4sCKPG': Permission denied
find: '/tmp/mcp-FsSNE1': Permission denied
find: '/tmp/mcp-XQeAut': Permission denied
find: '/tmp/mcp-ApnPng': Permission denied
find: '/tmp/tmux-330113': Permission denied
find: '/tmp/mcp-TQ4wXB': Permission denied
find: '/tmp/mcp-W7Gqcg': Permission denied
find: '/tmp/mcp-xnLXuT': Permission denied
find: '/tmp/tmux-374282': Permission denied
find: '/tmp/mcp-EnchAM': Permission denied
find: '/tmp/browser-use-user-data-dir-k6f0a6i6': Permission denied
find: '/tmp/org.chromium.Chromium.Fg0oWo': Permission denied
find: '/tmp/vscode-typescript364210': Permission denied
find: '/tmp/claude-337685': Permission denied
find: '/tmp/tmux-226062': Permission denied
find: '/tmp/tmux-360446': Permission denied
find: '/tmp/ssh-XXXXXXdLhTkZ': Permission denied
find: '/tmp/ssh-XXXXXXsOHesY': Permission denied
find: '/tmp/mcp-p4wr0k': Permission denied
find: '/tmp/mcp-ybPs06': Permission denied
find: '/tmp/mcp-UFqYmC': Permission denied
find: '/tmp/tmux-336159': Permission denied
find: '/tmp/mcp-EsOgm5': Permission denied
find: '/tmp/pyright-2935854-6AFkv9HKFLb4': Permission denied
find: '/tmp/kernel-fpl0dw': Permission denied
find: '/tmp/mcp-v0eRfJ': Permission denied
find: '/tmp/mcp-QxokDB': Permission denied
find: '/tmp/ssh-XXXXXXjT0CNT': Permission denied
find: '/tmp/ssh-XXXXXXO4qGbj': Permission denied
find: '/tmp/pyright-82746-z0wm6DdmfXCd': Permission denied
find: '/tmp/pyright-3711985-oGZiNN5O752m': Permission denied
find: '/tmp/ssh-XXXX5ieYgq': Permission denied
find: '/tmp/ssh-XXXXP9Ke7E': Permission denied
find: '/tmp/pyright-2192753-sgvd3N6c9TBZ': Permission denied
find: '/tmp/pyright-2196962-ZZ4pbuCFyD0j': Permission denied
find: '/tmp/mcp-PnPYbh': Permission denied
find: '/tmp/mcp-Y90cvk': Permission denied
find: '/tmp/mcp-yiMkZ3': Permission denied
find: '/tmp/mcp-2IzNk5': Permission denied
find: '/tmp/mcp-DhzVSC': Permission denied
find: '/tmp/mcp-CpoUV9': Permission denied
find: '/tmp/mcp-z3ClCM': Permission denied
find: '/tmp/tmux-374882': Permission denied
find: '/tmp/pyright-2073353-Ln22ps1Syqli': Permission denied
find: '/tmp/tmptnqab43dwandb-media': Permission denied
find: '/tmp/mcp-DVoRLc': Permission denied
find: '/tmp/tmux-374240': Permission denied
find: '/tmp/mcp-yNaycm': Permission denied
find: '/tmp/mcp-H0Zhry': Permission denied
find: '/tmp/tmux-374253': Permission denied
find: '/tmp/tmpip2no953wandb-media': Permission denied
find: '/tmp/tmux-374247': Permission denied
find: '/tmp/mcp-E0viiH': Permission denied
find: '/tmp/mcp-ZRMm4l': Permission denied
find: '/tmp/mcp-7Cbb4U': Permission denied
find: '/tmp/claude-339399': Permission denied
find: '/tmp/mcp-dGiWEm': Permission denied
find: '/tmp/mcp-FJDg1H': Permission denied
find: '/tmp/mcp-P1zCf0': Permission denied
find: '/tmp/mcp-r6GsAk': Permission denied
find: '/tmp/tmplyqi0d_d_kernels': Permission denied
find: '/tmp/cos568_m3_validation_rerun.D0JMAO': Permission denied
find: '/tmp/ssh-XXXXXXo8JziM': Permission denied
find: '/tmp/pyright-2116990-3zu2Ys5eSk1m': Permission denied
find: '/tmp/mcp-1iZWZR': Permission denied
find: '/tmp/mcp-kUdzxZ': Permission denied
find: '/tmp/mcp-YyC1Uy': Permission denied
find: '/tmp/mcp-VFcPdE': Permission denied
find: '/tmp/mcp-m0KCFN': Permission denied
find: '/tmp/mcp-J0eiGt': Permission denied
find: '/tmp/MathWorks-plazonic': Permission denied
find: '/tmp/f40f-4396-3d55-50bc': Permission denied
find: '/tmp/mcp-YNf6BA': Permission denied
find: '/tmp/ssh-XXXXXXHDgWZo': Permission denied
find: '/tmp/mcp-nVcwOi': Permission denied
find: '/tmp/mcp-LCfz2r': Permission denied
find: '/tmp/tmux-364922': Permission denied
find: '/tmp/mcp-cHiqoM': Permission denied
find: '/tmp/mcp-RVjM40': Permission denied
find: '/tmp/tmp19m7r818wandb-artifacts': Permission denied
find: '/tmp/ssh-XXXXXXUhl6gJ': Permission denied
find: '/tmp/mcp-WRb7EV': Permission denied
find: '/tmp/mcp-oxI291': Permission denied
find: '/tmp/pyright-869551-sLI2v0woQQ7q': Permission denied
find: '/tmp/pyright-3328320-6bKhY9xExj0s': Permission denied
find: '/tmp/mcp-YoCRNY': Permission denied
find: '/tmp/tmux-354797': Permission denied
find: '/tmp/claude-374915': Permission denied
find: '/tmp/mcp-UMQv6G': Permission denied
find: '/tmp/wv3231-code-zsh': Permission denied
find: '/tmp/mcp-lNhMfU': Permission denied
find: '/tmp/pyright-1876891-JIydh6WIPuc2': Permission denied
find: '/tmp/mcp-hd76Kh': Permission denied
find: '/tmp/pyright-3343854-1kQIlpQflwzb': Permission denied
find: '/tmp/mcp-c4vIbZ': Permission denied
find: '/tmp/mcp-ZfBj3o': Permission denied
find: '/tmp/mcp-u1h36o': Permission denied
find: '/tmp/mcp-vDPFUd': Permission denied
find: '/tmp/mcp-bny5XD': Permission denied
find: '/tmp/mcp-dDebty': Permission denied
find: '/tmp/mcp-OhfLzn': Permission denied
find: '/tmp/mcp-Ja7eV7': Permission denied
find: '/tmp/mcp-GhoSyy': Permission denied
find: '/tmp/mcp-iTqkbh': Permission denied
find: '/tmp/mcp-HCrQ5O': Permission denied
find: '/tmp/mcp-9lC3jO': Permission denied
find: '/tmp/mcp-8m1QJx': Permission denied
find: '/tmp/mcp-1FzwRI': Permission denied
find: '/tmp/mcp-SbFTJP': Permission denied
find: '/tmp/mcp-G2cxa5': Permission denied
find: '/tmp/pyright-3677620-6Xpym8rkFMTB': Permission denied
find: '/tmp/ssh-XXXXXX4aX6qX': Permission denied
find: '/tmp/Rtmp0zSOKy': Permission denied
find: '/tmp/mcp-dQxqXk': Permission denied
find: '/tmp/mcp-FiUqvm': Permission denied
find: '/tmp/mcp-3mdJ2V': Permission denied
find: '/tmp/mcp-pPMX56': Permission denied
find: '/tmp/mcp-ceQv6r': Permission denied
find: '/tmp/mcp-aIbmwv': Permission denied
find: '/tmp/mcp-MEZImy': Permission denied
find: '/tmp/mcp-HPxryx': Permission denied
find: '/tmp/mcp-1LTQ63': Permission denied
find: '/tmp/pyright-3248111-jp7Rl2iBmTsA': Permission denied
find: '/tmp/mcp-kqcrtv': Permission denied
find: '/tmp/mcp-T8qKTV': Permission denied
find: '/tmp/pytest-of-vc9023': Permission denied
find: '/tmp/mcp-b2x13H': Permission denied
find: '/tmp/tmux-382531': Permission denied
find: '/tmp/mcp-jNFKiV': Permission denied
find: '/tmp/pyright-1498950-lSTtFeV5nXbO': Permission denied
find: '/tmp/mcp-qko3Ek': Permission denied
find: '/tmp/pyright-3070211-2FGnr8zam95i': Permission denied
find: '/tmp/mcp-iGfl9F': Permission denied
find: '/tmp/mcp-NZEGP1': Permission denied
find: '/tmp/mcp-U30vtq': Permission denied
find: '/tmp/tmux-366060': Permission denied
find: '/tmp/mcp-F6LvLM': Permission denied
find: '/tmp/mcp-lugAyF': Permission denied
find: '/tmp/RtmpUkiwJc': Permission denied
find: '/tmp/mcp-yAhwNH': Permission denied
find: '/tmp/mcp-YbQzea': Permission denied
find: '/tmp/mcp-P8N8ko': Permission denied
find: '/tmp/mcp-IsSkse': Permission denied
find: '/tmp/mcp-rR94Lt': Permission denied
find: '/tmp/tmux-366426': Permission denied
find: '/tmp/mcp-EE3Uzr': Permission denied
find: '/tmp/mcp-ugSlG8': Permission denied
find: '/tmp/mcp-4wc24s': Permission denied
find: '/tmp/mcp-cF84TH': Permission denied
find: '/tmp/mcp-ADGoDD': Permission denied
find: '/tmp/mcp-RJXTS7': Permission denied
find: '/tmp/mcp-l2o3XY': Permission denied
find: '/tmp/mcp-Agzb5l': Permission denied
find: '/tmp/mcp-GMCaai': Permission denied
find: '/tmp/mcp-ThB2vR': Permission denied
find: '/tmp/mcp-dcZhc9': Permission denied
find: '/tmp/mcp-ZNkqaK': Permission denied
find: '/tmp/mcp-Wixntb': Permission denied
find: '/tmp/mcp-UidcCa': Permission denied
find: '/tmp/tmpy6ntbl1q_kernels': Permission denied
find: '/tmp/tmux-375108': Permission denied
find: '/tmp/mcp-9sshF9': Permission denied
find: '/tmp/mcp-cjKAre': Permission denied
find: '/tmp/mcp-o9Vpl0': Permission denied
find: '/tmp/mcp-W8qNX3': Permission denied
find: '/tmp/mcp-WothVx': Permission denied
find: '/tmp/mcp-ZbFaXR': Permission denied
find: '/tmp/kernel-g5aPTC': Permission denied
find: '/tmp/ssh-XXXXXXSZjX0N': Permission denied
find: '/tmp/mcp-KZGwA0': Permission denied
find: '/tmp/mcp-xREqQ7': Permission denied
find: '/tmp/pyright-3232591-dkyMql5KgWgZ': Permission denied
find: '/tmp/mcp-QHTIAd': Permission denied
find: '/tmp/mcp-baGdvS': Permission denied
find: '/tmp/mcp-CsKdAk': Permission denied
find: '/tmp/tmux-374490': Permission denied
find: '/tmp/mcp-FJ4ZtY': Permission denied
find: '/tmp/mcp-2VxLRH': Permission denied
find: '/tmp/mcp-0vffpf': Permission denied
find: '/tmp/mcp-xdvhgV': Permission denied
find: '/tmp/mcp-fQZWcZ': Permission denied
find: '/tmp/mcp-zfVFQV': Permission denied
find: '/tmp/mcp-hirwAU': Permission denied
find: '/tmp/mcp-e9ESoR': Permission denied
find: '/tmp/mcp-tyfNXS': Permission denied
find: '/tmp/mcp-HSWfWe': Permission denied
find: '/tmp/pyright-3733871-PKaGPPcKrSU8': Permission denied
find: '/tmp/claude-355611': Permission denied
find: '/tmp/mcp-5S9ZUa': Permission denied
find: '/tmp/mcp-VbMQeq': Permission denied
find: '/tmp/mcp-s8L4xF': Permission denied
find: '/tmp/mcp-GRpPp9': Permission denied
find: '/tmp/mcp-rfIAll': Permission denied
find: '/tmp/mcp-OYUoql': Permission denied
find: '/tmp/mcp-EAkJVh': Permission denied
find: '/tmp/mcp-G7ja1x': Permission denied
find: '/tmp/pyright-3188508-ylVCWbk6p0ez': Permission denied
find: '/tmp/mcp-KTcY5i': Permission denied
find: '/tmp/tmux-374351': Permission denied
find: '/tmp/mcp-qdQ6hu': Permission denied
find: '/tmp/mcp-1quZCb': Permission denied
find: '/tmp/mcp-1nS2Vi': Permission denied
find: '/tmp/mcp-vCuH6t': Permission denied
find: '/tmp/mcp-Vv46Id': Permission denied
find: '/tmp/mcp-6h48Fa': Permission denied
find: '/tmp/mcp-vHH5SF': Permission denied
find: '/tmp/mcp-EHBOxc': Permission denied
find: '/tmp/mcp-q3Lcdm': Permission denied
find: '/tmp/tmux-363888': Permission denied
find: '/tmp/mcp-ai3Fja': Permission denied
find: '/tmp/mcp-d1OxXv': Permission denied
find: '/tmp/mcp-SqB4Eo': Permission denied
find: '/tmp/mcp-JESNIt': Permission denied
find: '/tmp/pyright-2917689-YgNU9yq3evxJ': Permission denied
find: '/tmp/mcp-UQKsf0': Permission denied
find: '/tmp/mcp-WPV1Kx': Permission denied
find: '/tmp/mcp-dvIT7d': Permission denied
find: '/tmp/mcp-QsEgjA': Permission denied
find: '/tmp/mcp-5KrRdL': Permission denied
find: '/tmp/mcp-G0VvE2': Permission denied
find: '/tmp/mcp-lQAgLk': Permission denied
find: '/tmp/mcp-V5s1BL': Permission denied
find: '/tmp/mcp-bQ9U5Y': Permission denied
find: '/tmp/mcp-p0HpwU': Permission denied
find: '/tmp/mcp-cpAuQz': Permission denied
find: '/tmp/mcp-MEzKaU': Permission denied
find: '/tmp/pyright-3583870-T0XjtP4aSNal': Permission denied
find: '/tmp/mcp-zLwnuJ': Permission denied
find: '/tmp/tmux-374757': Permission denied
find: '/tmp/mcp-HzttEz': Permission denied
find: '/tmp/pyright-3878054-eet3TGX5ibgx': Permission denied
find: '/tmp/mcp-xsaBRT': Permission denied
find: '/tmp/ssh-XXXXXX870XGg': Permission denied
find: '/tmp/mcp-rvUECG': Permission denied
find: '/tmp/mcp-5aGw7d': Permission denied
find: '/tmp/mcp-Q4LNLP': Permission denied
find: '/tmp/mcp-feX1FI': Permission denied
find: '/tmp/mcp-4mfR1h': Permission denied
find: '/tmp/mcp-boaCDF': Permission denied
find: '/tmp/mcp-RRilMj': Permission denied
find: '/tmp/mcp-VBIKDT': Permission denied
find: '/tmp/mcp-TS37kR': Permission denied
find: '/tmp/mcp-ed1rBO': Permission denied
find: '/tmp/mcp-XAyJ8i': Permission denied
find: '/tmp/mcp-bQczk6': Permission denied
find: '/tmp/mcp-wnQUSp': Permission denied
find: '/tmp/mcp-gg1T6K': Permission denied
find: '/tmp/mcp-FyRVy5': Permission denied
find: '/tmp/mcp-jf5Vkl': Permission denied
find: '/tmp/mcp-jM0jDZ': Permission denied
find: '/tmp/mcp-Ol7yLF': Permission denied
find: '/tmp/mcp-ds3IBg': Permission denied
find: '/tmp/mcp-fPsY5j': Permission denied
find: '/tmp/mcp-MyaRdb': Permission denied
find: '/tmp/mcp-TLkmbt': Permission denied
find: '/tmp/ssh-XXXXXXS7mwZb': Permission denied
find: '/tmp/mcp-JDT4vx': Permission denied
find: '/tmp/tmux-339181': Permission denied
find: '/tmp/mcp-hNQUKy': Permission denied
find: '/tmp/mcp-IVSmPO': Permission denied
find: '/tmp/mcp-mb6Btt': Permission denied
find: '/tmp/mcp-foKOUK': Permission denied
find: '/tmp/mcp-tqPH80': Permission denied
find: '/tmp/mcp-lIekQY': Permission denied
find: '/tmp/tmux-384723': Permission denied
find: '/tmp/mcp-rbx8NQ': Permission denied
find: '/tmp/mcp-DpK6RC': Permission denied
find: '/tmp/tmpkp94d0tj_kernels': Permission denied
find: '/tmp/mcp-0jXgco': Permission denied
find: '/tmp/mcp-lCdLDI': Permission denied
find: '/tmp/mcp-SJ35bC': Permission denied
find: '/tmp/mcp-wqEjd5': Permission denied
find: '/tmp/mcp-mRLQon': Permission denied
find: '/tmp/pyright-1155659-GH7KexyfTrSr': Permission denied
find: '/tmp/mcp-MukS0p': Permission denied
find: '/tmp/tmp-3591064-lZTi5ouUO8kf': Permission denied
find: '/tmp/mcp-PfnlUj': Permission denied
find: '/tmp/mcp-apwopi': Permission denied
find: '/tmp/mcp-7eM1sJ': Permission denied
find: '/tmp/mcp-bhs99n': Permission denied
find: '/tmp/pyright-3573658-SS72lD7OyEmU': Permission denied
find: '/tmp/mcp-s0zFz8': Permission denied
find: '/tmp/mcp-8R2i8K': Permission denied
find: '/tmp/mcp-hAIAAl': Permission denied
find: '/tmp/mcp-NRzmbj': Permission denied
find: '/tmp/mcp-ZR8stE': Permission denied
find: '/tmp/mcp-3pfDPG': Permission denied
find: '/tmp/mcp-jTNlDe': Permission denied
find: '/tmp/mcp-eEdrys': Permission denied
find: '/tmp/pyright-3179173-WgL6bZhl8fRK': Permission denied
find: '/tmp/mcp-xUC4Fh': Permission denied
find: '/tmp/mcp-X87Hdd': Permission denied
find: '/tmp/mcp-5tn17g': Permission denied
find: '/tmp/mcp-3c8j28': Permission denied
find: '/tmp/mcp-al5ykt': Permission denied
find: '/tmp/mcp-UJ3ESw': Permission denied
find: '/tmp/tmp2rkov9ctwandb-media': Permission denied
find: '/tmp/mcp-vzHWbi': Permission denied
find: '/tmp/mcp-7i5Mqk': Permission denied
find: '/tmp/mcp-rmr9sK': Permission denied
find: '/tmp/mcp-6cdoqI': Permission denied
find: '/tmp/mcp-Qk5VgZ': Permission denied
find: '/tmp/ssh-XXXX0imQQV': Permission denied
find: '/tmp/mcp-W4XhTh': Permission denied
find: '/tmp/mcp-YiPFAR': Permission denied
find: '/tmp/mcp-iIYmIs': Permission denied
find: '/tmp/mcp-lEgjbt': Permission denied
find: '/tmp/mcp-DR4QWP': Permission denied
find: '/tmp/mcp-PtwSKH': Permission denied
find: '/tmp/mcp-qtZO9j': Permission denied
find: '/tmp/tmpx90pudzfwandb': Permission denied
find: '/tmp/mcp-kc9m4s': Permission denied
find: '/tmp/ssh-XXXXXX4QaZib': Permission denied
find: '/tmp/mcp-qanjsE': Permission denied
find: '/tmp/mcp-iOXYNr': Permission denied
find: '/tmp/mcp-7GR3uR': Permission denied
find: '/tmp/mcp-VabIjM': Permission denied
find: '/tmp/tmpa_ykio6cwandb': Permission denied
find: '/tmp/mcp-xyinbH': Permission denied
find: '/tmp/mcp-Aq1hzZ': Permission denied
find: '/tmp/mcp-CsHFq2': Permission denied
find: '/tmp/tmux-374915': Permission denied
find: '/tmp/mcp-WIlq8Y': Permission denied
find: '/tmp/mcp-LLrN4f': Permission denied
find: '/tmp/mcp-PhLRiL': Permission denied
find: '/tmp/mcp-5cUu5t': Permission denied
find: '/tmp/mcp-sOMo79': Permission denied
find: '/tmp/mcp-vZy2iv': Permission denied
find: '/tmp/mcp-Y8oYy7': Permission denied
find: '/tmp/pymp-xyvp83a5': Permission denied
find: '/tmp/mcp-KMa693': Permission denied
find: '/tmp/tmux-354406': Permission denied
find: '/tmp/mcp-3nze8T': Permission denied
find: '/tmp/mcp-KkqJC2': Permission denied
find: '/tmp/mcp-rAavnz': Permission denied
find: '/tmp/mcp-hIuLPR': Permission denied
find: '/tmp/mcp-idSYHz': Permission denied
find: '/tmp/mcp-ipBn8D': Permission denied
find: '/tmp/mcp-qUCgqX': Permission denied
find: '/tmp/mcp-691slT': Permission denied
find: '/tmp/mcp-P9tRlr': Permission denied
find: '/tmp/mcp-KWRtqw': Permission denied
find: '/tmp/mcp-JumJkr': Permission denied
find: '/tmp/mcp-ZjujoU': Permission denied
find: '/tmp/mcp-aUxEr9': Permission denied
find: '/tmp/mcp-2f4ezG': Permission denied
find: '/tmp/mcp-qTypTa': Permission denied
find: '/tmp/mcp-8YjQQz': Permission denied
find: '/tmp/mcp-OdcgPg': Permission denied
find: '/tmp/tmux-361433': Permission denied
find: '/tmp/mcp-TuIhGM': Permission denied
find: '/tmp/mcp-OuAfcZ': Permission denied
find: '/tmp/pyright-527606-xwMBgEpzUCKv': Permission denied
find: '/tmp/mcp-ytJUMZ': Permission denied
find: '/tmp/mcp-GTXgv4': Permission denied
find: '/tmp/ompi.adroit5.361433': Permission denied
find: '/tmp/mcp-uGGqdr': Permission denied
find: '/tmp/ssh-XXXXXXiJQvqa': Permission denied
find: '/tmp/mcp-5HuEVU': Permission denied
find: '/tmp/mcp-ooPMCK': Permission denied
find: '/tmp/mcp-LzLzWz': Permission denied
find: '/tmp/tmux-353735': Permission denied
find: '/tmp/mcp-epSzuz': Permission denied
find: '/tmp/mcp-RMibDc': Permission denied
find: '/tmp/mcp-rPEbOK': Permission denied
find: '/tmp/mcp-KbCj16': Permission denied
find: '/tmp/ssh-XXXXXXbrf6iK': Permission denied
find: '/tmp/mcp-q42ZAO': Permission denied
find: '/tmp/mcp-FlIGlj': Permission denied
find: '/tmp/mcp-wbN71r': Permission denied
find: '/tmp/mcp-CUC4ak': Permission denied
find: '/tmp/mcp-RJUWtR': Permission denied
find: '/tmp/mcp-NDsd6K': Permission denied
find: '/tmp/mcp-vskj4V': Permission denied
find: '/tmp/mcp-Qsy4Mf': Permission denied
find: '/tmp/tmpitka7ms7wandb-artifacts': Permission denied
find: '/tmp/mcp-dMqYhX': Permission denied
find: '/tmp/mcp-7AnZhD': Permission denied
find: '/tmp/mcp-KBe6rd': Permission denied
find: '/tmp/pytest-of-ja7375': Permission denied
find: '/tmp/pytest-of-asrosen': Permission denied
find: '/tmp/mcp-lwDPSA': Permission denied
find: '/tmp/mcp-0VF7RD': Permission denied
find: '/tmp/mcp-VtNtn6': Permission denied
find: '/tmp/tmux-366084': Permission denied
find: '/tmp/mcp-EBvMl9': Permission denied
find: '/tmp/mcp-tsdBRS': Permission denied
find: '/tmp/mcp-zjw4nN': Permission denied
find: '/tmp/mcp-tR2bvP': Permission denied
find: '/tmp/tmux-352772': Permission denied
find: '/tmp/mcp-25amdL': Permission denied
find: '/tmp/mcp-qrb75U': Permission denied
find: '/tmp/mcp-4ScFkJ': Permission denied
find: '/tmp/mcp-bQXtod': Permission denied
find: '/tmp/mcp-wdLYpv': Permission denied
find: '/tmp/mcp-nQH0D0': Permission denied
find: '/tmp/mcp-FX159n': Permission denied
find: '/tmp/mcp-uVTTuI': Permission denied
find: '/tmp/mcp-Xkf4ge': Permission denied
find: '/tmp/mcp-PuDjDV': Permission denied
find: '/tmp/mcp-bYbDjH': Permission denied
find: '/tmp/mcp-xseeCU': Permission denied
find: '/tmp/claude-374394': Permission denied
find: '/tmp/mcp-eWyooW': Permission denied
find: '/tmp/tmp44wqc9j5wandb-media': Permission denied
find: '/tmp/mcp-0K80Ar': Permission denied
find: '/tmp/mcp-V6W4fR': Permission denied
find: '/tmp/mcp-SCQ0fj': Permission denied
find: '/tmp/mcp-Z5soL7': Permission denied
find: '/tmp/mcp-1HH8UU': Permission denied
find: '/tmp/tmux-126076': Permission denied
find: '/tmp/ssh-XXXXXX4NVYBD': Permission denied
find: '/tmp/MathWorks-ccui': Permission denied
find: '/tmp/tmux-331623': Permission denied
find: '/tmp/ssh-XXXXXXDLfvFg': Permission denied
find: '/tmp/tmux-375649': Permission denied
find: '/tmp/tmux-114014': Permission denied
find: '/tmp/tmux-331614': Permission denied
find: '/tmp/tmux-130623': Permission denied
find: '/tmp/ssh-XXXXXXUFtlVF': Permission denied
find: '/tmp/ssh-XXXXXXCap6Qu': Permission denied
find: '/tmp/ssh-XXXXXXDh0bMm': Permission denied
find: '/tmp/ssh-XXXXXXmwHW4e': Permission denied
find: '/tmp/tmux-362732': Permission denied
find: '/tmp/ssh-XXXXXXr4KULa': Permission denied
find: '/tmp/ssh-XXXXXX43b6sr': Permission denied
find: '/tmp/tmux-125105': Permission denied
find: '/tmp/mcp-sVu1si': Permission denied
find: '/tmp/mcp-Uwzars': Permission denied
find: '/tmp/ssh-XXXXXXu1Oomp': Permission denied
find: '/tmp/ssh-XXXXXXe1aLmO': Permission denied
find: '/tmp/ssh-XXXXXXxIF5iM': Permission denied
find: '/tmp/mcp-TMelMx': Permission denied
find: '/tmp/ssh-XXXXXXQiorFd': Permission denied
find: '/tmp/pyright-2439356-NOoPZwa0q9iL': Permission denied
find: '/tmp/mcp-XU8EBK': Permission denied
find: '/tmp/mcp-odTQjD': Permission denied
find: '/tmp/mcp-Ps8aYK': Permission denied
find: '/tmp/ssh-XXXXXXeEcQdB': Permission denied
find: '/tmp/pyright-674420-DduQ3Ws28a6O': Permission denied
